,Date of Birth,Information Source,Latitude,Longitude,Name,Place of Birth,Segment,Time Zone,Time of Birth
1625,"Sunday, August 14, 1960",Web,44 N 28,11 E 19,Sarah Brightman,Berkhamsted,singer,1.0,12:00:00
1626,"Saturday, June 04, 1994",Unknown,46 N 34,64 W 0,Shinta Naomi,Jakarta,singer,7.0,12:00:00
1627,"Tuesday, August 11, 1925",Internet,51 N 25,0 E 10,Mike Douglas,"87 W 39, 41 N 52",singer,-6.0,17:30:00
1628,"Wednesday, May 10, 1978",Unknown,13 N 5,80 E 18,Sunitha Upadrashta,Guntur,singer,5.5,12:00:00
1629,"Thursday, November 18, 1982",Unknown,48 N 22,10 E 52,Neha Bhasin,Delhi,singer,5.5,12:00:00
1630,"Tuesday, March 03, 1931",Unknown,40 N 38,73 W 56,Ustad Ghulam Mustafa Khan,Budaun,singer,5.5,12:00:00
1631,"Thursday, August 20, 1987",Unknown,33 N 35,101 W 51,Kristina Pelakova,"Svidnik, Slovakia",singer,2.0,12:00:00
1632,"Wednesday, July 03, 1968",Internet,34 N 3,118 W 15,Jeff Phillips,"74 W 1, 40 N 59",singer,-5.0,08:22:00
1633,"Sunday, June 24, 1934",Internet,51 N 34,0 E 9,Gloria Christian,"11 E 19, 44 N 28",singer,1.0,15:50:00
1634,"Wednesday, June 20, 1945",Internet,44 N 54,123 W 18,Anne Murray,"64 W 0, 46 N 34",singer,-4.0,10:40:00
1635,"Wednesday, June 14, 1961",Internet,39 N 24,84 W 34,Boy George,"0 E 10, 51 N 25",singer,0.0,02:29:59
1636,"Saturday, June 22, 1974",Unknown,42 N 21,71 W 3,Vijay Actor,Chennai,singer,5.5,12:00:00
1637,"Monday, January 25, 1943",Internet,33 N 24,104 W 31,Roy Black,"10 E 52, 48 N 22",singer,1.0,20:00:00
1638,"Friday, January 24, 1941",Internet,51 N 29,0 E 10,Neil Diamond,"73 W 56, 40 N 38",singer,-5.0,23:03:59
1639,"Wednesday, January 21, 1942",Internet,18 N 25,66 W 3,Mac Davis,"101 W 51, 33 N 35",singer,-6.0,13:03:59
1640,"Friday, January 14, 1938",Internet,45 N 32,90 W 17,Jack Jones,"118 W 15, 34 N 3",singer,-8.0,02:48:00
1641,"Wednesday, January 10, 1945",Internet,40 N 38,73 W 56,Rod Stewart,"0 E 9, 51 N 34",singer,0.0,01:16:59
1642,"Monday, January 10, 1927",Internet,40 N 43,74 W 1,Johnnie Ray,"123 W 18, 44 N 54",singer,-8.0,01:10:00
1643,"Saturday, January 09, 1943",Internet,32 N 46,83 W 37,Scott Walker,"84 W 34, 39 N 24",singer,-5.0,17:25:00
1644,"Friday, December 31, 1948",Internet,52 N 4,4 E 18,Donna Summer,"71 W 3, 42 N 21",singer,-5.0,21:00:00
1645,"Friday, December 31, 1943",Internet,42 N 15,71 W 48,John Denver,"104 W 31, 33 N 24",singer,-7.0,15:55:00
1646,"Wednesday, December 27, 1911",Internet,38 N 39,92 W 45,Anna Russell,"0 E 10, 51 N 29",singer,0.0,21:00:00
1647,"Friday, December 24, 1971",Internet,43 N 2,87 W 54,Ricky Martin,"66 W 3, 18 N 25",singer,-4.0,17:00:00
1648,"Sunday, December 20, 1908",Internet,43 N 39,79 W 23,Dennis Morgan,"90 W 17, 45 N 32",singer,-6.0,11:00:00
1649,"Saturday, December 20, 1947",Internet,36 N 17,95 W 35,Peter Criss,"73 W 56, 40 N 38",singer,-5.0,13:30:00
1650,"Sunday, December 12, 1915",Internet,16 N 34,80 E 40,Frank Sinatra,"74 W 1, 40 N 43",singer,-5.0,03:00:00
1651,"Monday, December 05, 1932",Internet,22 N 30,88 E 20,Little Richard,"83 W 37, 32 N 46",singer,-5.0,14:50:00
1652,"Tuesday, February 07, 1984",Unknown,38 N 36,90 W 12,Imran Khan Singer,"The Hague, Netherlands",singer,2.0,12:00:00
1653,"Friday, November 29, 1968",Internet,13 N 5,80 E 18,Jonathan Knight,"71 W 48, 42 N 15",singer,-5.0,16:58:59
1654,"Friday, November 17, 1944",Internet,22 N 30,88 E 20,Gene Clark,"92 W 45, 38 N 39",singer,-6.0,11:05:00
1655,"Tuesday, November 13, 1962",Internet,22 N 42,75 E 54,David Lee,"87 W 54, 43 N 2",singer,-6.0,11:40:00
1656,"Monday, November 12, 1945",Internet,32 N 42,117 W 19,Neil Young,"79 W 23, 43 N 39",singer,-5.0,04:00:00
1657,"Tuesday, November 08, 1927",Internet,40 N 46,73 W 59,Patti Page,"95 W 35, 36 N 17",singer,-6.0,08:13:00
1658,"Tuesday, October 26, 1965",Unknown,33 N 28,82 W 1,Mano,Vijayawada,singer,5.5,12:00:00
1659,"Thursday, May 01, 1919",Unknown,45 N 25,75 W 42,Manna Dey,Calcutta,singer,5.5,12:00:00
1660,"Monday, October 18, 1926",Internet,18 N 58,72 E 50,Chuck Berry,"90 W 12, 38 N 36",singer,-6.0,06:58:59
1661,"Wednesday, January 06, 1965",765 Notable Horoscopes,23 N 3,72 E 40,A. R. Rahman,Chennai,singer,5.5,12:45:00
1662,"Thursday, September 27, 1917",765 Notable Horoscopes,28 N 39,77 E 13,Naina Devi,Calcutta,singer,5.5,01:48:00
1663,"Saturday, September 28, 1929",765 Notable Horoscopes,40 N 54,73 W 46,Lata Mangeshkar-1,Indore,singer,5.5,22:40:00
1664,"Monday, June 19, 1950",Internet,52 N 39,8 W 38,Ann Wilson,"117 W 9, 32 N 42",singer,-8.0,17:19:59
1665,"Thursday, October 09, 1975",Internet,31 N 15,90 W 27,Sean Lennon,"73 W 59, 40 N 46",singer,-5.0,02:00:00
1666,"Friday, November 25, 1960",Internet,22 N 42,75 E 54,Amy Grant,"82 W 1, 33 N 28",singer,-5.0,03:24:00
1667,"Saturday, June 01, 1974",Web,40 N 42,74 W 0,Alanis Morissette,Ottawa,singer,-4.0,09:39:00
1668,"Wednesday, October 07, 1981",Unknown,48 N 50,2 E 20,Abhijeet Sawant,Mumbai,singer,5.5,12:00:00
1669,"Tuesday, October 05, 1993",Unknown,16 N 55,74 E 37,Aishwarya Majmudar,Ahmedabad,singer,5.5,12:00:00
1670,"Thursday, May 05, 1955",765 Notable Horoscopes,47 N 54,97 W 1,Gulshan Kumar,Delhi,singer,5.5,04:59:00
1671,"Tuesday, October 02, 1945",Unknown,54 N 55,1 W 30,Don Mclean,"73 W 46, 40 N 54",singer,-5.0,04:16:59
1672,"Wednesday, October 01, 1930",Unknown,9 N 17,79 E 17,Richard Harris,"8 W 38, 52 N 39",singer,0.0,11:19:59
1673,"Wednesday, December 02, 1981",Web,51 N 30,0 W 5,Britney Spears,McComb,singer,-6.0,01:30:00
1674,"Saturday, September 28, 1929",Kundli Sangraha (Tendulkar),48 N 23,10 E 0,Lata Mangeshkar,Indore,singer,5.5,23:51:00
1675,"Wednesday, September 28, 1960",Unknown,28 N 37,77 E 14,Jennifer Rush,"74 W 0, 40 N 42",singer,-5.0,08:48:00
1676,"Friday, September 28, 1934",Kundli Sangraha (Tendulkar),44 N 57,93 W 6,Brigitte Bardot,Paris,singer,1.0,13:15:00
1677,"Friday, September 08, 1933",Kundli Sangraha (Tendulkar),37 N 46,122 W 25,Asha Bhosle,Sangli,singer,5.5,21:30:00
1678,"Friday, September 26, 1947",Unknown,42 N 36,70 W 40,Lynn Anderson,"97 W 1, 47 N 54",singer,-6.0,18:35:59
1679,"Wednesday, September 26, 1945",Web,55 N 57,3 W 12,Bryan Ferry,Washington,singer,1.0,11:30:00
1680,"Thursday, October 15, 1931",765 Notable Horoscopes,24 N 12,72 E 29,A. P. J. Abdul Kalam,Rameswaram,singer,5.5,01:15:00
1681,"Wednesday, June 08, 1955",Dirty Data,51 N 29,0 E 10,Tim Berners-lee,London,singer,0.0,00:00:00
1682,"Friday, March 14, 1879",765 Notable Horoscopes,55 N 57,3 W 13,Albert Einstein,Ulm,singer,1.0,11:30:00
1683,"Saturday, June 10, 1978",Unknown,42 N 22,71 W 4,Subhash Khot,India,singer,5.5,12:00:00
1684,"Wednesday, January 06, 1915",Internet,54 N 0,2 W 0,John Lilly,"93 W 6, 44 N 57",singer,-6.0,07:29:59
1685,"Friday, December 13, 1935",Internet,42 N 21,71 W 4,Kenneth Ring,"122 W 25, 37 N 46",singer,-8.0,06:23:00
1686,"Thursday, December 10, 1903",Internet,45 N 46,4 E 50,John H. Nelson,"70 W 40, 42 N 36",singer,-5.0,05:29:59
1687,"Wednesday, March 03, 1847",The Times Select Horoscopes,27 N 20,88 E 39,Alexander Graham Bell,"3 W 12, 55 N 57",scientist,-0.25,07:00:00
1688,"Thursday, May 14, 1981",Unknown,34 S 30,58 W 20,Pranav Mistry,Palanpur,scientist,5.5,12:00:00
1689,"Tuesday, June 08, 1897",Unknown,23 S 33,46 W 10,John G. Bennett,"0 E 10, 51 N 29",scientist,0.0,08:00:00
1690,"Sunday, May 29, 1932",Web,48 N 27,8 E 18,Paul Ehrlich,Philadelphia PA,scientist,-4.0,22:18:00
1691,"Saturday, April 25, 1874",Web,53 N 30,2 W 15,Guglielmo Marconi,Bologna,scientist,1.0,09:15:00
1692,"Thursday, March 22, 1860",Web,30 N 16,97 W 44,John Bartholomew,Edinburgh,scientist,-1.0,13:30:00
1693,"Tuesday, March 13, 1855",Web,38 N 54,77 W 2,Percival Lowell,Boston,scientist,-4.0,07:45:00
1694,"Thursday, December 25, 1642",Lagna Phal (Garg),29 N 1,75 E 52,Newton,England,scientist,0.0,02:00:00
1695,"Tuesday, June 05, 1923",Unknown,22 N 30,88 E 20,Floyd Taylor,"71 W 4, 42 N 21",scientist,-5.0,20:00:00
1696,"Tuesday, September 11, 1979",Internet,18 N 58,72 E 50,Eric Abidal,Lyons,scientist,1.0,18:25:00
1697,"Wednesday, December 15, 1976",Dirty Data,32 N 31,93 E 45,Bhaichung Bhutia,Namchi,scientist,5.5,00:00:00
1698,"Sunday, October 30, 1960",Reference,51 N 18,0 W 5,Diego Maradona,Buenos Aires,scientist,-3.0,07:05:00
1699,"Wednesday, February 05, 1992",Reference,34 N 3,117 W 45,Neymar,Mogi das Cruzes,scientist,-3.0,02:15:00
1700,"Wednesday, February 03, 1960",Reference,34 N 0,118 W 29,Joachim Low,Schwarzwald,scientist,1.0,12:45:00
1701,"Sunday, May 28, 2000",Internet,42 N 28,14 E 13,Phil Foden,Manchester,scientist,0.0,00:00:00
1702,"Monday, January 15, 1979",Web,40 N 50,14 E 17,Drew Brees,Austin,scientist,-5.0,00:00:00
1703,"Tuesday, September 12, 1989",Web,34 S 51,58 W 23,Andrew Luck,Washington D.C.,football,-5.0,00:00:00
1704,"Tuesday, November 03, 1992",Unknown,42 N 25,12 E 7,Manandeep Singh,Umra,football,5.5,12:00:00
1705,"Wednesday, October 13, 1982",Unknown,40 N 44,14 E 27,Mehtab Hossain,Calcutta,football,5.5,12:00:00
1706,"Tuesday, September 25, 1990",Unknown,45 N 39,8 E 47,Raju Gaikwad,Mumbai,football,5.5,12:00:00
1707,"Sunday, September 12, 1948",Web,41 N 54,12 E 30,Terry Bradshaw,Shreveport LA,football,-6.0,11:10:00
1708,"Saturday, August 09, 1947",Unknown,43 N 48,11 E 17,Roy Hodgson,Croydon,football,0.0,12:00:00
1709,"Monday, August 09, 1965",Internet,41 N 54,12 E 30,Chris Miller,"117 W 45, 34 N 3",football,-8.0,09:36:59
1710,"Saturday, August 06, 1988",Internet,41 N 26,12 E 53,Justin Ryan Simpson,"118 W 29, 34 N 0",football,-8.0,23:46:00
1711,"Thursday, November 05, 1992",Unknown,40 N 18,9 E 18,Marco Verratti,Pescara,football,1.0,12:00:00
1712,"Tuesday, June 04, 1991",Unknown,41 N 39,12 E 46,Lorenzo Insigne,Naples,football,1.0,12:00:00
1713,"Saturday, February 15, 1986",Unknown,41 N 6,16 E 52,Gabriel Paletta,"Longchamps, Buenos Aires, Argentina",football,-3.0,12:00:00
1714,"Friday, May 01, 1987",Unknown,38 N 8,13 E 20,Leonardo Bonucci,"Viterbo, Italy",football,2.0,12:00:00
1715,"Tuesday, February 20, 1990",Unknown,45 N 4,7 E 40,Ciro Immobile,"Torre Annunziata, Italy",football,2.0,12:00:00
1716,"Friday, January 25, 1985",Unknown,41 N 4,14 E 29,Marco Parolo,"Gallarate, Italy",football,2.0,12:00:55
1717,"Sunday, July 24, 1983",Unknown,41 N 54,12 E 30,Daniele De Rossi,Rome,football,1.0,12:00:00
1718,"Friday, May 08, 1981",Unknown,23 S 48,46 W 31,Andrea Barzagli,"Fiesole, Italy",football,2.0,12:00:00
1719,"Saturday, July 07, 1984",Unknown,45 N 35,8 E 54,Alberto Aquilani,Rome,football,1.0,12:00:00
1720,"Tuesday, November 10, 1992",Unknown,43 N 43,10 E 23,Mattia Perin,Latina,football,1.0,12:00:00
1721,"Monday, January 12, 1987",Unknown,45 N 28,9 E 10,Salvatore Sirigu,"Nuoro, Italy",football,2.0,12:00:00
1722,"Thursday, July 23, 1987",Unknown,51 N 24,0 W 16,Alessio Cerci,"Velletri, Italy",football,2.0,12:00:00
1723,"Monday, July 12, 1982",Unknown,54 N 57,2 W 6,Antonio Cassano,Bari,football,1.0,12:00:00
1724,"Sunday, August 12, 1990",Unknown,53 N 23,2 W 55,Mario Balotelli,Palermo,football,1.0,12:00:00
1725,"Sunday, January 19, 1986",Unknown,51 N 44,0 W 18,Claudio Marchisio,Turin,football,1.0,12:00:00
1726,"Wednesday, November 12, 1986",Unknown,36 S 2,140 E 0,Ignazio Abate,"Sant''Agata de'' Goti, Italy",football,2.0,12:00:00
1727,"Saturday, February 28, 1987",Unknown,53 N 28,2 W 53,Antonio Candreva,Rome,football,1.0,12:00:00
1728,"Saturday, August 28, 1982",Unknown,53 N 29,1 W 31,Thiago Motta,"So Bernardo do Campo, Sao Paulo, Brazil",football,-3.0,12:00:00
1729,"Saturday, December 02, 1989",Unknown,53 N 46,2 W 42,Matteo Darmian,"Legnano, Italy",football,2.0,12:00:00
1730,"Tuesday, August 14, 1984",Unknown,50 N 48,1 W 5,Giorgio Chiellini,Pisa,football,1.0,12:00:00
1731,"Tuesday, October 20, 1992",Unknown,54 N 53,1 W 24,Mattia De Sciglio,Milan,football,1.0,12:00:00
1732,"Wednesday, July 12, 1995",Unknown,52 N 16,1 W 31,Luke Shaw,"Kingston upon Thames, United Kingdom",football,1.0,12:00:00
1733,"Thursday, March 17, 1988",Unknown,51 N 28,0 E 0,Fraser Forster,"Hexham, United Kingdom",football,1.0,12:00:00
1734,"Sunday, December 05, 1993",Unknown,53 N 27,2 W 12,Ross Barkley,"Wavertree, United Kingdom",football,1.0,12:00:00
1735,"Tuesday, May 10, 1988",Unknown,52 N 30,1 W 50,Adam Lallana,"St Albans, United Kingdom",football,1.0,12:00:00
1736,"Thursday, December 08, 1994",Unknown,51 N 35,0 E 12,Raheem Sterling,Kingston,football,-5.0,12:00:00
1737,"Tuesday, February 16, 1982",Unknown,51 N 54,0 W 11,Rickie Lambert,"Kirkby, United Kingdom",football,1.0,12:00:00
1738,"Saturday, January 04, 1986",Unknown,53 N 30,2 W 15,James Milner,"Wortley, United Kingdom",football,1.0,12:00:00
1739,"Friday, February 21, 1992",Unknown,53 N 18,1 W 28,Phil Jones,Preston,football,0.0,12:00:00
1740,"Sunday, August 15, 1993",Unknown,53 N 28,2 W 53,Alex Oxlade-chamberlain,"Portsmouth, United Kingdom",football,1.0,12:00:00
1741,"Sunday, June 17, 1990",Unknown,51 N 28,0 E 0,Jordan Henderson,"Sunderland, United Kingdom",football,1.0,12:00:00
1742,"Sunday, April 03, 1983",Unknown,10 N 0,84 W 2,Ben Foster,"Leamington Spa, United Kingdom",football,1.0,12:00:00
1743,"Wednesday, November 22, 1989",Unknown,10 N 15,84 W 20,Chris Smalling,Greenwich,football,0.0,12:00:00
1744,"Monday, November 26, 1990",Unknown,10 N 0,84 W 2,Danny Welbeck,"Longsight, Greater Manchester, United Kingdom",football,1.0,12:00:00
1745,"Friday, September 01, 1989",Unknown,9 N 37,84 W 15,Daniel Sturridge,Birmingham,football,0.0,12:00:00
1746,"Tuesday, June 20, 1978",Unknown,10 N 25,75 W 33,Frank Lampard,"Romford, United Kingdom",football,1.0,12:00:00
1747,"Wednesday, January 01, 1992",Unknown,9 N 37,84 W 15,Jack Wilshere,"Stevenage, United Kingdom",football,1.0,12:00:00
1748,"Tuesday, August 17, 1982",Unknown,9 N 59,83 W 2,Phil Jagielka,Manchester,football,0.0,12:00:00
1749,"Thursday, December 19, 1985",Unknown,10 N 37,85 W 25,Gary Cahill,"Dronfield, United Kingdom",football,1.0,12:00:00
1750,"Tuesday, December 11, 1984",Unknown,10 N 22,83 W 57,Leighton Baines,"Kirkby, United Kingdom",football,1.0,12:00:00
1751,"Thursday, August 23, 1984",Unknown,10 N 25,75 W 33,Glen Johnson,Greenwich,football,0.0,12:00:00
1752,"Wednesday, January 08, 1986",Unknown,4 N 42,75 W 55,Daniel Cambronero,San Jose,football,-6.0,12:00:00
1753,"Saturday, February 14, 1987",Unknown,9 N 59,83 W 2,Jose Miguel Cubero,"Sarchi, Costa Rica",football,-6.0,12:00:00
1754,"Monday, March 05, 1990",Unknown,10 N 22,83 W 57,Marco Urena,San Jose,football,-6.0,12:00:00
1755,"Monday, March 25, 1991",Unknown,10 N 0,84 W 2,Diego Calvo,Costa Rica,football,-6.0,12:00:00
1756,"Saturday, November 24, 1984",Unknown,10 N 0,84 W 2,Roy Miller,Cartagena,football,-5.0,12:00:00
1757,"Saturday, April 24, 1982",Unknown,9 N 39,82 W 45,Patrick Pemberton,Costa Rica,football,-6.0,12:00:00
1758,"Tuesday, March 17, 1992",Unknown,18 N 29,66 W 49,Yeltsin Tejeda,"Limon, Costa Rica",football,-6.0,12:00:00
1759,"Tuesday, October 24, 1989",Unknown,12 N 0,86 W 7,Cristian Gamboa,"Liberia, Costa Rica",football,-6.0,12:00:00
1760,"Monday, September 12, 1983",Unknown,10 N 0,84 W 2,Junior Diaz,"Heredia, Costa Rica",football,-6.0,12:00:00
1761,"Saturday, August 13, 1983",Unknown,33 N 43,117 W 52,Randall Brenes,Cartagena,football,-5.0,12:00:00
1762,"Friday, October 25, 1985",Unknown,10 N 0,84 W 2,Esteban Granados,Cartago,football,-5.0,12:00:00
1763,"Thursday, September 20, 1990",Unknown,10 N 27,84 W 47,Waylon Francis,"Limon, Costa Rica",football,-6.0,12:00:00
1764,"Tuesday, October 04, 1983",Unknown,9 N 19,83 W 42,Michael Barrantes,"Heredia, Costa Rica",football,-6.0,12:00:00
1765,"Sunday, August 18, 1985",Unknown,3 N 24,76 W 34,Bryan Ruiz,San Jose,football,-6.0,12:00:00
1766,"Friday, June 26, 1992",Unknown,3 N 24,76 W 34,Joel Campbell,San Jose,football,-6.0,12:00:00
1767,"Wednesday, June 01, 1988",Unknown,6 N 15,75 W 35,David Myrie,"Puerto Viejo de Talamanca, Costa Rica",football,-6.0,12:00:00
1768,"Thursday, May 17, 1984",Unknown,2 N 59,76 W 29,Christian Bolanos,Hatillo,football,-5.0,12:00:00
1769,"Saturday, June 03, 1989",Unknown,7 N 36,76 W 39,Oscar Duarte,Masaya,football,-6.0,12:00:00
1770,"Friday, May 27, 1988",Unknown,10 N 59,74 W 54,Celso Borges,San Jose,football,-6.0,12:00:00
1771,"Friday, July 16, 1982",Unknown,4 N 16,74 W 13,Michael Umana,Santa Ana,football,-7.0,12:00:00
1772,"Monday, February 08, 1988",Unknown,1 N 36,78 W 37,Giancarlo Gonzalez,San Jose,football,-6.0,12:00:00
1773,"Thursday, July 21, 1983",Unknown,11 N 0,74 W 50,Johnny Acosta,"Alajuela, Costa Rica",football,-6.0,12:00:00
1774,"Monday, December 15, 1986",Unknown,6 N 0,74 W 26,Keylor Navas,"Perez Zeledon, San Jose, Costa Rica",football,-6.0,12:00:00
1775,"Wednesday, May 22, 1985",Unknown,4 N 16,74 W 13,Carlos Valdes,"Cali, Colombia",football,-5.0,12:00:00
1776,"Monday, June 21, 1971",Unknown,8 N 29,76 W 40,Faryd Mondragon,"Cali, Colombia",football,-5.0,12:00:00
1777,"Monday, January 18, 1993",Unknown,8 N 4,72 W 28,Juan Fernando Quintero,Medellin,football,-5.0,12:00:00
1778,"Wednesday, January 22, 1986",Unknown,11 N 0,74 W 50,Adrian Ramos,"Santander de Quilichao, Colombia",football,-5.0,12:00:00
1779,"Saturday, December 14, 1985",Unknown,4 N 16,74 W 13,Juan Camilo Zuniga,"Chigorodo, Colombia",football,-5.0,12:00:00
1780,"Monday, September 08, 1986",Unknown,1 N 36,78 W 37,Carlos Bacca,"Puerto Colombia, Colombia",football,-5.0,12:00:00
1781,"Sunday, February 28, 1993",Unknown,5 N 58,76 W 39,Eder Alvarez Balanta,"Bogota, Colombia",football,-5.0,12:00:00
1782,"Saturday, May 19, 1990",Unknown,4 N 16,74 W 13,Victor Ibarbo,"Tumaco, Colombia",football,-5.0,12:00:00
1783,"Wednesday, September 07, 1988",Unknown,6 N 15,75 W 35,Alexander Mejia,Barranquilla,football,-5.0,12:00:00
1784,"Monday, June 30, 1986",Unknown,3 N 24,76 W 34,Fredy Guarin,"Puerto Boyaca, Colombia",football,-5.0,12:00:00
1785,"Monday, January 09, 1989",Unknown,3 N 10,76 W 19,Camilo Vargas,"Bogota, Colombia",football,-5.0,12:00:00
1786,"Thursday, May 26, 1988",Unknown,6 N 15,75 W 35,Juan Guillermo Cuadrado,"Necocli, Colombia",football,-5.0,12:00:00
1787,"Friday, July 12, 1991",Unknown,50 N 25,4 E 32,James Rodriguez,"Cucuta, Colombia",football,-5.0,12:00:00
1788,"Friday, May 17, 1985",Unknown,50 N 38,5 E 35,Teofilo Gutierrez,Barranquilla,football,-5.0,12:00:00
1789,"Sunday, January 06, 1985",Unknown,10 S 59,26 E 43,Abel Aguilar,"Bogota, Colombia",football,-5.0,12:00:00
1790,"Sunday, November 02, 1986",Unknown,50 N 51,4 E 21,Pablo Armero,"Tumaco, Colombia",football,-5.0,12:00:00
1791,"Sunday, March 09, 1986",Unknown,51 N 9,4 E 23,Carlos Sanchez,"Quibdo, Colombia",football,-5.0,12:00:00
1792,"Wednesday, July 25, 1990",Unknown,51 N 13,3 E 13,Carlos Carbonero,"Bogota, Colombia",football,-5.0,12:00:00
1793,"Monday, January 13, 1992",Unknown,51 N 12,2 E 55,Santiago Arias,Medellin,football,-5.0,12:00:00
1794,"Tuesday, January 13, 1976",Unknown,51 N 1,4 E 27,Mario Yepes,"Cali, Colombia",football,-5.0,12:00:00
1795,"Tuesday, September 30, 1986",Unknown,50 N 1,4 E 19,Cristian Zapata,"Padilla, Colombia",football,-5.0,12:00:00
1796,"Wednesday, August 31, 1988",Unknown,50 N 52,4 E 12,David Ospina,Medellin,football,-5.0,12:00:00
1797,"Monday, August 05, 1985",Unknown,51 N 0,3 E 21,Laurent Ciman,"Farciennes, Belgium",football,2.0,12:00:00
1798,"Wednesday, August 02, 1989",Unknown,50 N 48,5 E 11,Nacer Chadli,Liege,football,1.0,12:00:00
1799,"Saturday, October 24, 1987",Unknown,50 N 38,5 E 35,Anthony Vanden Borre,LDemocratic Republic of the Congo,football,2.0,12:00:00
1800,"Sunday, February 05, 1995",Unknown,51 N 13,4 E 25,Adnan Januzaj,Brussels,football,1.0,12:00:00
1801,"Thursday, July 16, 1987",Unknown,51 N 2,3 E 39,Mousa Dembele,"Wilrijk, Belgium",football,2.0,12:00:00
1802,"Wednesday, March 20, 1985",Unknown,50 N 38,5 E 35,Nicolas Lombaerts,Bruges,football,1.0,12:00:00
1803,"Tuesday, April 18, 1995",Unknown,51 N 9,4 E 6,Divock Origi,"Ostend, Belgium",football,2.0,12:00:00
1804,"Friday, April 15, 1988",Unknown,50 N 47,4 E 21,Steven Defour,"Mechelen, Belgium",football,2.0,12:00:00
1805,"Tuesday, February 07, 1978",Unknown,51 N 19,4 E 27,Daniel Van Buyten,"Chimay, Belgium",football,2.0,12:00:00
1806,"Wednesday, May 06, 1987",Unknown,51 N 15,4 E 21,Dries Mertens,"Leuven, Belgium",football,2.0,12:00:00
1807,"Sunday, August 11, 1985",Unknown,51 N 8,5 E 37,Sammy Bossut,"Tielt, Belgium",football,2.0,12:00:00
1808,"Sunday, March 06, 1988",Unknown,51 N 9,7 E 3,Simon Mignolet,"Sint-Truiden, Belgium",football,2.0,12:00:00
1809,"Monday, October 05, 1987",Unknown,50 N 21,8 E 1,Kevin Mirallas,Liege,football,1.0,12:00:00
1810,"Thursday, May 13, 1993",Unknown,50 N 51,9 E 43,Romelu Lukaku,Antwerp,football,1.0,12:00:00
1811,"Friday, June 28, 1991",Unknown,39 N 48,74 W 56,Kevin De Bruyne,"Drongen, Belgium",football,2.0,12:00:54
1812,"Thursday, January 12, 1989",Unknown,47 N 58,10 E 9,Axel Witsel,Liege,football,1.0,12:00:00
1813,"Friday, April 24, 1987",Unknown,52 N 23,9 E 43,Jan Vertonghen,"Sint-Niklaas, Belgium",football,2.0,12:00:00
1814,"Thursday, April 10, 1986",Unknown,48 N 8,11 E 33,Vincent Kompany,"Uccle, Belgium",football,2.0,12:00:00
1815,"Thursday, November 14, 1985",Unknown,49 N 10,7 E 35,Thomas Vermaelen,"Kapellen, Belgium",football,2.0,12:00:00
1816,"Tuesday, May 02, 1989",Unknown,51 N 34,6 E 59,Toby Alderweireld,"Antwerp, Belgium",football,2.0,12:00:00
1817,"Monday, May 11, 1992",Unknown,50 N 56,6 E 58,Thibaut Courtois,"Bree, Belgium",football,2.0,12:00:00
1818,"Tuesday, February 19, 1991",Unknown,50 N 42,17 E 58,Christoph Kramer,"Solingen, Germany",football,2.0,12:00:00
